loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,recoveries,collection_recovery_fee
28000,60,0.119899996,622.71,B,B5,,OWN,25000,Source Verified,Current,debt_consolidation,26.64,0,755,759,0,-1,0,0
20000,60,0.1273,452.31,B,B5,3 years,MORTGAGE,90000,Not Verified,Current,debt_consolidation,9.44,0,700,704,0,34,0,0
23000,60,0.1894,595.88,D,D2,3 years,RENT,35500,Source Verified,Current,debt_consolidation,28.4,0,700,704,0,-1,0,0
2000,36,0.1602,70.34,C,C5,10+ years,RENT,65000,Verified,Charged Off,credit_card,24.67,0,670,674,1,-1,275,49.5
18200,60,0.1359,419.63,C,C2,10+ years,RENT,50000,Not Verified,Fully Paid,credit_card,16.72,0,740,744,1,-1,0,0
20000,60,0.1894,518.16,D,D2,4 years,MORTGAGE,46000,Source Verified,Charged Off,debt_consolidation,33.42,0,745,749,0,-1,2724.1,490.338
16000,36,0.0881,507.39,A,A5,6 years,MORTGAGE,102228,Source Verified,Current,debt_consolidation,18.11,6,665,669,1,20,0,0
24300,36,0.070199996,750.54,A,A2,1 year,MORTGAGE,72000,Source Verified,Current,debt_consolidation,11.47,0,760,764,0,-1,0,0
5400,36,0.1446,185.77,C,C4,10+ years,RENT,32000,Source Verified,Fully Paid,debt_consolidation,13.35,0,750,754,1,-1,0,0
17000,36,0.1149,560.52,B,B5,2 years,RENT,120000,Source Verified,Fully Paid,debt_consolidation,11.92,0,695,699,0,-1,0,0
18000,36,0.1171,595.37,B,B3,10+ years,MORTGAGE,215000,Source Verified,Fully Paid,debt_consolidation,32.14,0,660,664,0,27,0,0
12000,36,0.2167,456.24,E,E5,5 years,RENT,40000,Verified,Charged Off,debt_consolidation,26.28,0,675,679,4,-1,1519.3,273.474
24000,36,0.088999994,762.08,A,A5,3 years,OWN,110000,Not Verified,Fully Paid,credit_card,16.12,1,680,684,1,21,0,0
8000,36,0.119899996,265.68,B,B5,9 years,RENT,131000,Not Verified,Current,debt_consolidation,10.87,0,695,699,0,-1,0,0
30000,36,0.0692,925.22,A,A4,9 years,MORTGAGE,85000,Verified,Fully Paid,debt_consolidation,29.58,0,740,744,0,-1,0,0
10000,36,0.1144,329.48,B,B4,< 1 year,RENT,55000,Verified,Charged Off,debt_consolidation,29.02,0,660,664,0,-1,677.29,121.9122
10000,36,0.1099,327.34,B,B2,10+ years,RENT,45000,Not Verified,Charged Off,credit_card,27.84,0,690,694,0,47,698.31,125.6958
21275,60,0.1308,484.95,B,B5,1 year,MORTGAGE,37000,Verified,Current,debt_consolidation,29.45,0,680,684,0,65,0,0
5275,36,0.075100005,164.11,A,A3,5 years,OWN,50000,Not Verified,Fully Paid,other,6.79,0,740,744,1,42,0,0
21600,60,0.17969999,548.15,D,D1,10+ years,RENT,70000,Not Verified,Current,credit_card,19.41,0,680,684,1,38,0,0
15000,36,0.1149,494.57,B,B5,6 years,RENT,240000,Source Verified,Charged Off,debt_consolidation,14.91,3,665,669,2,11,1229.58,221.3244
8400,36,0.234,326.92,E,E1,10+ years,OWN,80000,Not Verified,Current,credit_card,9.72,1,670,674,0,21,0,0
12000,60,0.1155,264.22,B,B4,2 years,RENT,50000,Source Verified,Current,debt_consolidation,10.18,0,660,664,0,-1,0,0
3000,36,0.0672,92.25,A,A3,5 years,RENT,48000,Not Verified,Fully Paid,credit_card,12.13,0,770,774,0,-1,0,0
30000,36,0.060700003,913.61,A,A2,9 years,RENT,103000,Source Verified,Fully Paid,debt_consolidation,11.28,0,775,779,0,-1,0,0
20000,60,0.1279,452.92,C,C1,10+ years,MORTGAGE,75000,Not Verified,Current,debt_consolidation,30.99,0,720,724,0,49,0,0
28000,36,0.0699,864.44,A,A3,1 year,MORTGAGE,106000,Source Verified,Fully Paid,credit_card,7.95,0,745,749,0,-1,0,0
35000,60,0.1229,783.7,C,C1,6 years,MORTGAGE,124500,Verified,Charged Off,credit_card,34.16,0,695,699,0,-1,6564.26,1181.5668
7000,36,0.0639,214.2,A,A2,3 years,MORTGAGE,37000,Not Verified,Fully Paid,debt_consolidation,28.15,0,720,724,1,-1,0,0
14000,36,0.1149,461.6,B,B5,10+ years,RENT,75000,Source Verified,Fully Paid,credit_card,11.81,0,675,679,0,69,0,0
15000,60,0.18200001,382.54,E,E1,10+ years,MORTGAGE,68000,Source Verified,Current,debt_consolidation,23.95,1,695,699,0,14,0,0
15000,36,0.1091,490.45,B,B4,2 years,MORTGAGE,92000,Not Verified,Current,debt_consolidation,16.26,1,690,694,1,11,0,0
25000,60,0.1155,550.45,B,B4,10+ years,MORTGAGE,79000,Source Verified,Current,credit_card,27.31,2,710,714,1,17,0,0
2500,36,0.16950001,89.07,C,C4,,MORTGAGE,53000,Not Verified,Current,debt_consolidation,32.97,0,665,669,0,-1,0,0
4375,36,0.1311,147.65,B,B4,6 years,RENT,15000,Verified,Fully Paid,debt_consolidation,17.28,0,670,674,0,-1,0,0
32000,36,0.0734,993.05,A,A4,10+ years,MORTGAGE,110000,Verified,Current,home_improvement,6.96,1,695,699,0,23,0,0
7575,36,0.1699,270.04,D,D1,6 years,MORTGAGE,40000,Source Verified,Fully Paid,home_improvement,19.32,0,690,694,0,-1,0,0
12800,60,0.1299,291.18,C,C2,6 years,RENT,39000,Source Verified,Fully Paid,credit_card,16.58,0,680,684,0,42,0,0
7150,36,0.1757,256.95,D,D4,8 years,RENT,65000,Source Verified,Fully Paid,debt_consolidation,10.83,0,670,674,3,-1,0,0
13000,60,0.1505,309.62,C,C4,4 years,RENT,60000,Source Verified,Fully Paid,car,10.1,0,665,669,0,78,0,0
10000,36,0.1308,337.33,B,B5,1 year,RENT,36000,Source Verified,Current,debt_consolidation,35.13,0,740,744,1,-1,0,0
13000,36,0.0531,391.44,A,A1,10+ years,MORTGAGE,54000,Source Verified,Current,credit_card,16.8,0,745,749,0,-1,0,0
15000,60,0.124,336.71,B,B4,2 years,RENT,50000,Verified,Current,credit_card,16.83,0,665,669,0,61,0,0
14125,36,0.2049,528.47,E,E1,5 years,MORTGAGE,36000,Verified,Fully Paid,credit_card,18.43,0,665,669,0,-1,0,0
6000,36,0.1149,197.83,B,B5,,MORTGAGE,70000,Verified,Fully Paid,other,9.36,0,720,724,1,35,0,0
6600,36,0.0756,205.49,A,A3,4 years,RENT,44000,Source Verified,Current,debt_consolidation,9.14,0,680,684,2,-1,0,0
30000,60,0.1602,729.87,C,C5,8 years,RENT,78000,Source Verified,Current,credit_card,17.84,0,695,699,0,-1,0,0
27600,36,0.14850001,954.74,C,C5,10+ years,MORTGAGE,60000,Source Verified,Charged Off,debt_consolidation,24.65,0,700,704,0,-1,0,0
20000,36,0.1262,670.23,C,C1,1 year,OWN,140000,Source Verified,Current,credit_card,5.62,0,660,664,0,-1,0,0
9500,36,0.1727,339.98,D,D3,4 years,MORTGAGE,36000,Source Verified,Fully Paid,debt_consolidation,15.03,0,735,739,1,-1,0,0
14400,60,0.13350001,330.24,C,C2,1 year,OWN,65000,Source Verified,Charged Off,debt_consolidation,7.26,1,660,664,0,0,1093.38,196.8084
6000,36,0.1333,203.12,C,C3,10+ years,OWN,100000,Not Verified,Fully Paid,debt_consolidation,31.99,0,700,704,2,54,0,0
7500,36,0.08189999,235.69,A,A4,< 1 year,MORTGAGE,35360,Not Verified,Fully Paid,debt_consolidation,22.11,0,680,684,0,60,0,0
15725,60,0.20549999,421.45,D,D2,4 years,RENT,36400,Source Verified,Current,credit_card,30.6,0,700,704,0,-1,0,0
6000,36,0.1727,214.73,C,C5,7 years,OWN,20000,Verified,Fully Paid,credit_card,10.74,0,685,689,2,49,0,0
10000,36,0.070199996,308.87,A,A2,3 years,RENT,43200,Not Verified,Current,credit_card,20.31,0,735,739,0,-1,0,0
22000,36,0.0881,697.66,A,A5,< 1 year,MORTGAGE,98000,Not Verified,Fully Paid,credit_card,14.25,0,740,744,0,-1,0,0
14400,60,0.1299,327.58,C,C2,7 years,MORTGAGE,185000,Verified,Fully Paid,home_improvement,16.28,0,695,699,0,-1,0,0
20000,36,0.18059999,723.66,D,D2,< 1 year,OWN,118000,Not Verified,Current,debt_consolidation,38.79,0,700,704,0,-1,0,0
6000,36,0.1149,197.83,B,B5,2 years,MORTGAGE,35000,Source Verified,Fully Paid,other,14.57,0,670,674,0,-1,0,0
5500,36,0.1149,181.35,B,B5,1 year,RENT,35000,Source Verified,Fully Paid,credit_card,15.57,0,730,734,2,-1,0,0
14400,60,0.1102,313.24,B,B2,3 years,RENT,50000,Not Verified,Current,credit_card,25.59,0,725,729,0,-1,0,0
10525,60,0.1308,239.91,B,B5,10+ years,MORTGAGE,78000,Not Verified,Current,debt_consolidation,8.77,0,765,769,0,28,0,0
30000,60,0.1099,652.13,B,B4,10+ years,OWN,75000,Source Verified,Fully Paid,debt_consolidation,11.02,0,725,729,0,46,0,0
3675,36,0.1171,121.56,B,B3,4 years,MORTGAGE,575000,Source Verified,Fully Paid,vacation,13.32,0,750,754,0,-1,0,0
7000,36,0.1279,235.16,C,C1,1 year,MORTGAGE,45000,Source Verified,Fully Paid,other,19.12,2,670,674,1,19,0,0
20000,60,0.1261,451.08,C,C1,10+ years,MORTGAGE,35653,Not Verified,Current,debt_consolidation,36.96,1,725,729,1,16,0,0
8500,36,0.124,283.95,B,B4,2 years,RENT,70000,Not Verified,Current,debt_consolidation,26.37,0,700,704,0,-1,0,0
20000,36,0.1144,658.95,B,B4,,MORTGAGE,102000,Verified,Fully Paid,debt_consolidation,18.2,0,700,704,0,-1,0,0
12000,60,0.06,257.28,C,C5,4 years,RENT,55000,Source Verified,Current,debt_consolidation,34.87,0,715,719,0,43,0,0
10625,36,0.16950001,378.55,C,C4,3 years,RENT,249000,Not Verified,Current,credit_card,12.16,0,685,689,0,47,0,0
23000,36,0.0784,719.04,A,A4,10+ years,RENT,57000,Not Verified,Fully Paid,credit_card,14.34,0,690,694,0,-1,0,0
10000,36,0.1992,371.23,D,D3,5 years,RENT,48000,Source Verified,Current,debt_consolidation,30.93,0,700,704,0,-1,0,0
15000,36,0.099300005,483.52,B,B2,< 1 year,RENT,47500,Not Verified,Fully Paid,credit_card,14.45,0,705,709,1,-1,0,0
15225,60,0.1757,383.07,D,D4,8 years,MORTGAGE,42000,Not Verified,Fully Paid,home_improvement,12.77,0,700,704,0,71,0,0
15000,36,0.1824,544.1,D,D5,2 years,RENT,55000,Verified,Charged Off,debt_consolidation,15.25,1,660,664,1,12,2247.85,404.613
17000,60,0.16950001,422.04,C,C4,3 years,MORTGAGE,30000,Source Verified,Current,credit_card,14.88,0,685,689,0,-1,0,0
6000,36,0.1171,198.46,B,B3,2 years,RENT,50000,Verified,Current,debt_consolidation,0.6,0,660,664,0,37,0,0
35000,36,0.1599,1230.33,D,D2,< 1 year,OWN,155000,Source Verified,Fully Paid,house,5.96,0,750,754,1,63,0,0
23975,60,0.2814,748.51,G,G2,10+ years,MORTGAGE,57000,Source Verified,Current,debt_consolidation,38.85,0,695,699,1,35,0,0
7500,36,0.1409,256.67,B,B5,< 1 year,RENT,30500,Not Verified,Fully Paid,credit_card,27.42,0,685,689,0,-1,0,0
5400,36,0.0797,169.15,A,A5,10+ years,MORTGAGE,65000,Not Verified,Fully Paid,credit_card,8.97,0,670,674,0,-1,0,0
6000,36,0.104899995,194.99,B,B2,4 years,MORTGAGE,165000,Not Verified,Fully Paid,home_improvement,16.02,0,720,724,0,-1,0,0
10000,60,0.17969999,253.78,D,D1,9 years,MORTGAGE,26000,Verified,Current,debt_consolidation,35,0,675,679,2,-1,0,0
14950,60,0.1825,381.67,E,E1,10+ years,MORTGAGE,49900,Source Verified,Fully Paid,debt_consolidation,17.14,2,670,674,1,20,0,0
10000,36,0.1091,326.97,B,B4,10+ years,RENT,73000,Verified,Current,debt_consolidation,12.33,0,665,669,1,-1,0,0
25000,36,0.1019,808.92,A,A4,10+ years,OWN,80000,Not Verified,Current,debt_consolidation,15.63,0,735,739,0,35,0,0
15000,36,0.1102,491.23,B,B2,10+ years,MORTGAGE,83500,Not Verified,Current,credit_card,28.27,2,700,704,0,19,0,0
40000,60,0.1033,856.4,B,B1,10+ years,MORTGAGE,125000,Source Verified,Fully Paid,debt_consolidation,19.24,0,765,769,0,-1,0,0
6500,36,0.1299,218.98,C,C2,10+ years,RENT,45000,Not Verified,Fully Paid,debt_consolidation,18.85,0,665,669,0,-1,0,0
10000,36,0.0639,305.99,A,A2,10+ years,MORTGAGE,69600,Not Verified,Fully Paid,debt_consolidation,16.41,0,740,744,1,-1,0,0
20000,36,0.060700003,609.08,A,A2,10+ years,RENT,103000,Not Verified,Fully Paid,other,14.16,0,725,729,0,72,0,0
5875,36,0.1464,202.63,C,C3,5 years,RENT,50000,Not Verified,Fully Paid,debt_consolidation,13.16,0,660,664,0,51,0,0
15600,60,0.1269,352.48,C,C2,1 year,RENT,66000,Not Verified,Current,debt_consolidation,11.67,1,670,674,1,3,0,0
5000,36,0.1359,169.9,C,C2,10+ years,RENT,30500,Verified,Charged Off,car,29.28,0,670,674,0,-1,450.66,81.1188
16000,60,0.2485,468.22,E,E3,4 years,RENT,45000,Source Verified,Charged Off,debt_consolidation,29.09,1,690,694,2,14,2009.29,361.6722
12000,60,0.0958,252.5,B,B1,6 years,MORTGAGE,110000,Not Verified,Current,credit_card,17.02,0,755,759,2,-1,0,0
2500,36,0.1033,81.06,B,B1,< 1 year,OWN,60000,Not Verified,Current,debt_consolidation,14.68,0,765,769,1,-1,0,0
22000,60,0.1261,496.19,C,C1,7 years,MORTGAGE,32000,Not Verified,Charged Off,debt_consolidation,24.61,0,745,749,0,-1,2629.64,473.3352
5500,36,0.1102,180.12,B,B2,10+ years,RENT,35740,Not Verified,Current,debt_consolidation,7.05,0,660,664,0,45,0,0
15000,36,0.064899996,459.67,A,A2,10+ years,MORTGAGE,115000,Not Verified,Fully Paid,credit_card,7.26,0,705,709,0,58,0,0
35000,36,0.1699,1247.68,D,D1,10+ years,MORTGAGE,125000,Verified,Fully Paid,credit_card,20,0,665,669,1,32,0,0
40000,60,0.08189999,814.7,A,A4,< 1 year,MORTGAGE,20000,Not Verified,Fully Paid,debt_consolidation,103.06,0,775,779,0,-1,0,0
11625,36,0.143,399.02,C,C1,3 years,MORTGAGE,47000,Verified,Charged Off,home_improvement,26.14,0,710,714,1,-1,553.28,99.5904
20000,36,0.2199,763.71,F,F1,10+ years,RENT,73871,Verified,Charged Off,debt_consolidation,21.59,1,665,669,2,16,2589.89,466.1802
9675,60,0.0881,199.95,A,A5,10+ years,MORTGAGE,89000,Source Verified,Current,debt_consolidation,21.07,1,690,694,1,16,0,0
12000,36,0.1171,396.92,B,B3,8 years,MORTGAGE,75000,Not Verified,Current,debt_consolidation,20.59,1,710,714,0,7,0,0
15000,36,0.1504,520.28,C,C4,1 year,MORTGAGE,108000,Source Verified,Current,debt_consolidation,17.23,0,665,669,0,-1,0,0
34900,60,0.16950001,866.42,C,C4,10+ years,MORTGAGE,120000,Not Verified,Current,credit_card,31.16,0,700,704,0,-1,0,0
20000,36,0.119899996,664.2,B,B5,2 years,RENT,60000,Source Verified,Current,credit_card,24.44,0,685,689,0,-1,0,0
15000,36,0.1333,507.8,C,C3,10+ years,RENT,65000,Verified,Fully Paid,debt_consolidation,17.54,2,665,669,0,16,0,0
6000,36,0.0692,185.05,A,A4,10+ years,MORTGAGE,105000,Source Verified,Fully Paid,debt_consolidation,14.05,0,785,789,1,-1,0,0
30000,36,0.1099,982.02,B,B4,6 years,MORTGAGE,130000,Source Verified,Fully Paid,debt_consolidation,13.17,0,685,689,3,26,0,0
8625,36,0.19530001,318.48,D,D5,3 years,RENT,24000,Source Verified,Fully Paid,major_purchase,23.45,0,695,699,0,-1,0,0
15500,36,0.18620001,565.2,D,D1,2 years,MORTGAGE,51000,Source Verified,Current,debt_consolidation,29.76,0,690,694,0,-1,0,0
28975,36,0.1399,990.16,C,C3,10+ years,RENT,63000,Not Verified,Fully Paid,debt_consolidation,32.21,0,700,704,0,-1,0,0
35000,36,0.14649999,1207.3,C,C5,10+ years,MORTGAGE,110000,Verified,Fully Paid,debt_consolidation,10.53,1,675,679,1,21,0,0
6500,36,0.053200003,195.75,A,A1,10+ years,OWN,70000,Not Verified,Current,debt_consolidation,6.34,0,795,799,3,-1,0,0
7000,36,0.08189999,219.97,A,A4,4 years,RENT,47000,Not Verified,Current,other,25.74,0,770,774,0,47,0,0
15300,60,0.1279,346.48,C,C1,10+ years,RENT,145000,Not Verified,Current,medical,7.72,2,665,669,0,7,0,0
5000,36,0.2149,189.64,D,D5,4 years,MORTGAGE,81300,Source Verified,Fully Paid,other,33.76,0,665,669,2,50,0,0
15000,60,0.0917,312.62,B,B2,5 years,RENT,77700,Not Verified,Fully Paid,debt_consolidation,22.84,0,750,754,0,-1,0,0
34950,60,0.1541,839,D,D1,10+ years,MORTGAGE,135000,Verified,Fully Paid,home_improvement,18.15,0,705,709,0,24,0,0
22000,36,0.1099,720.15,B,B2,2 years,MORTGAGE,58000,Verified,Charged Off,debt_consolidation,4.92,0,700,704,3,60,0,0
17000,36,0.053200003,511.96,A,A1,10+ years,MORTGAGE,85000,Source Verified,Fully Paid,debt_consolidation,16.67,0,685,689,0,30,0,0
30000,36,0.0881,951.35,A,A5,4 years,RENT,110000,Source Verified,Current,credit_card,25.08,0,665,669,0,31,0,0
11200,60,0.3075,367.54,F,F5,10+ years,MORTGAGE,31000,Verified,Charged Off,home_improvement,27.84,0,700,704,1,-1,1549.51,139.4559
35000,36,0.119899996,1162.34,B,B5,1 year,MORTGAGE,117000,Source Verified,Fully Paid,debt_consolidation,15.33,0,715,719,0,-1,0,0
14825,36,0.060300004,451.21,A,A1,3 years,MORTGAGE,86625,Not Verified,Fully Paid,debt_consolidation,13.94,0,745,749,0,-1,0,0
7000,36,0.14739999,241.77,C,C2,< 1 year,RENT,55000,Source Verified,Current,debt_consolidation,22.63,1,680,684,0,22,0,0
8500,36,0.0762,264.88,A,A3,10+ years,MORTGAGE,120000,Not Verified,Fully Paid,major_purchase,16.34,0,705,709,0,52,0,0
6000,36,0.1042,194.79,B,B3,4 years,RENT,60000,Source Verified,Fully Paid,medical,18.76,0,715,719,0,-1,0,0
8000,36,0.1447,275.26,C,C2,2 years,RENT,38000,Not Verified,Current,credit_card,3.44,0,690,694,2,-1,0,0
34450,60,0.08189999,701.66,A,A4,2 years,MORTGAGE,95000,Source Verified,Current,debt_consolidation,12.12,0,785,789,0,-1,0,0
40000,36,0.0949,1281.14,B,B2,10+ years,OWN,150000,Source Verified,Fully Paid,home_improvement,4.87,0,685,689,1,-1,0,0
12000,36,0.066700004,368.72,A,A2,1 year,MORTGAGE,77000,Not Verified,Current,debt_consolidation,21.46,0,745,749,0,52,0,0
12275,36,0.1149,404.73,B,B5,7 years,MORTGAGE,90000,Source Verified,Fully Paid,other,2.53,1,715,719,0,18,0,0
3000,36,0.1091,98.09,B,B4,10+ years,MORTGAGE,45000,Not Verified,Charged Off,other,20.59,1,685,689,0,19,375.63,67.6134
11900,36,0.0749,370.11,A,A4,1 year,MORTGAGE,60000,Not Verified,Fully Paid,debt_consolidation,23,1,680,684,0,13,0,0
6400,36,0.119899996,212.55,B,B5,3 years,RENT,55000,Source Verified,Charged Off,credit_card,4.49,0,690,694,0,-1,741.23,133.4214
10000,36,0.1099,327.34,B,B4,3 years,MORTGAGE,120000,Source Verified,Fully Paid,credit_card,11.81,0,680,684,0,-1,0,0
23950,36,0.0756,745.66,A,A3,< 1 year,MORTGAGE,106000,Not Verified,Current,debt_consolidation,19.38,0,800,804,1,-1,0,0
12000,36,0.066700004,368.72,A,A2,8 years,OWN,35000,Source Verified,Current,other,21.78,0,770,774,0,-1,0,0
6000,36,0.1269,201.27,C,C2,< 1 year,MORTGAGE,43000,Not Verified,Fully Paid,debt_consolidation,6,0,690,694,0,-1,0,0
10000,36,0.08189999,314.25,A,A4,4 years,RENT,56000,Source Verified,Fully Paid,debt_consolidation,23.75,0,785,789,0,-1,0,0
15000,36,0.1602,527.51,C,C5,10+ years,MORTGAGE,80000,Not Verified,Current,debt_consolidation,30.48,2,740,744,0,4,0,0
10500,36,0.1449,361.37,C,C4,2 years,RENT,25000,Source Verified,Charged Off,debt_consolidation,25.4,1,720,724,0,15,364.97,65.6946
20000,36,0.0639,611.98,A,A2,2 years,RENT,116000,Verified,Fully Paid,debt_consolidation,21.15,1,695,699,0,14,0,0
12000,36,0.0721,371.68,A,A3,4 years,MORTGAGE,55500,Verified,Fully Paid,debt_consolidation,18.92,0,720,724,0,46,0,0
4800,36,0.08189999,150.84,A,A4,5 years,OWN,55000,Source Verified,Current,debt_consolidation,13.96,0,700,704,0,26,0,0
16450,60,0.1524,393.42,C,C2,10+ years,MORTGAGE,176800,Source Verified,Current,credit_card,12.11,1,700,704,1,8,0,0
18000,60,0.1894,466.34,D,D2,10+ years,MORTGAGE,52000,Verified,Charged Off,debt_consolidation,34.92,0,690,694,0,-1,0,0
30000,36,0.1099,982.02,B,B4,10+ years,RENT,105000,Verified,Fully Paid,debt_consolidation,26.23,0,715,719,1,-1,0,0
36000,36,0.1399,1230.22,C,C3,9 years,MORTGAGE,225000,Verified,Fully Paid,debt_consolidation,19.52,1,690,694,0,15,0,0
15000,60,0.1333,343.84,C,C3,10+ years,MORTGAGE,67021,Verified,Fully Paid,credit_card,11.76,0,700,704,0,54,0,0
18000,60,0.1407,419.49,C,C3,10+ years,MORTGAGE,128000,Source Verified,Current,debt_consolidation,16.76,0,665,669,1,31,0,0
10000,36,0.0726,309.97,A,A4,5 years,MORTGAGE,112000,Verified,Fully Paid,debt_consolidation,9.7,0,680,684,0,62,0,0
6000,36,0.0808,188.24,A,A5,10+ years,MORTGAGE,60000,Not Verified,Current,major_purchase,8.24,0,710,714,0,48,0,0
7125,36,0.1449,245.22,C,C4,10+ years,RENT,68399,Source Verified,Charged Off,credit_card,28.04,0,680,684,1,31,0,0
10000,60,0.1262,225.6,C,C1,10+ years,RENT,72000,Verified,Current,debt_consolidation,16.27,0,680,684,0,48,0,0
17500,36,0.1367,595.31,B,B5,6 years,MORTGAGE,70000,Not Verified,Fully Paid,debt_consolidation,15.48,1,665,669,1,17,0,0
10200,60,0.2565,303.29,D,D4,5 years,MORTGAGE,43750,Source Verified,Current,debt_consolidation,24.86,0,670,674,2,-1,0,0
4500,36,0.0739,139.76,A,A4,10+ years,MORTGAGE,73000,Source Verified,Fully Paid,home_improvement,17.36,0,710,714,0,24,0,0
5000,36,0.1549,174.53,C,C4,10+ years,RENT,40000,Not Verified,Current,major_purchase,32.31,0,675,679,2,58,0,0
15000,60,0.14649999,354.1,C,C5,4 years,OWN,60000,Source Verified,Fully Paid,debt_consolidation,11.76,0,660,664,1,30,0,0
32975,60,0.14739999,779.98,C,C2,7 years,RENT,65000,Not Verified,Current,debt_consolidation,27.14,0,765,769,1,-1,0,0
22225,60,0.1757,559.19,D,D4,3 years,RENT,48360,Verified,Charged Off,credit_card,27.52,0,670,674,0,-1,0,0
2500,36,0.1279,83.99,C,C1,,RENT,32000,Source Verified,Fully Paid,debt_consolidation,16.47,1,680,684,1,23,0,0
27975,60,0.1153,615.67,B,B5,2 years,RENT,265000,Source Verified,Fully Paid,credit_card,13.81,0,695,699,0,-1,0,0
22000,36,0.123900004,734.82,C,C1,3 years,RENT,63000,Source Verified,Fully Paid,debt_consolidation,16.3,0,675,679,0,53,0,0
35000,60,0.3089,1151.58,G,G3,9 years,RENT,600000,Source Verified,Fully Paid,credit_card,13.3,0,695,699,3,-1,0,0
12000,36,0.14649999,413.94,C,C5,4 years,OWN,70193,Verified,Fully Paid,home_improvement,29.01,0,660,664,2,24,0,0
5000,36,0.1155,165,B,B4,10+ years,MORTGAGE,45500,Source Verified,Current,debt_consolidation,6.59,1,670,674,3,21,0,0
25250,60,0.124,566.79,B,B4,2 years,MORTGAGE,72000,Not Verified,Current,debt_consolidation,26.78,0,760,764,0,-1,0,0
8000,36,0.24370001,315.42,E,E2,5 years,MORTGAGE,40000,Verified,Fully Paid,other,43.5,0,685,689,1,-1,0,0
6000,36,0.0975,192.9,B,B3,2 years,RENT,96000,Source Verified,Fully Paid,debt_consolidation,12.73,1,670,674,1,17,0,0
3200,36,0.2899,134.09,G,G5,,OWN,6672,Verified,Fully Paid,other,107.55,0,675,679,0,47,0,0
12000,60,0.1912,312.08,C,C3,10+ years,RENT,74000,Not Verified,Current,debt_consolidation,32.63,0,665,669,0,-1,0,0
1800,36,0.16399999,63.64,C,C4,10+ years,MORTGAGE,48000,Source Verified,Current,other,13.51,1,675,679,1,16,0,0
15000,60,0.1102,326.29,B,B2,,OWN,43000,Not Verified,Current,credit_card,13.9,0,740,744,0,75,0,0
10500,36,0.12979999,353.69,B,B5,6 years,RENT,100000,Not Verified,Fully Paid,debt_consolidation,11.64,0,680,684,0,47,0,0
20000,36,0.1033,648.45,B,B1,< 1 year,RENT,60000,Not Verified,Current,debt_consolidation,21.72,0,700,704,0,-1,0,0
15000,36,0.1774,540.34,C,C5,< 1 year,RENT,65000,Source Verified,Charged Off,debt_consolidation,7.87,0,680,684,2,-1,0,0
30000,60,0.1504,714.33,C,C4,10+ years,MORTGAGE,125000,Source Verified,Current,credit_card,25.24,0,725,729,1,-1,0,0
15250,60,0.1308,347.61,B,B5,3 years,MORTGAGE,125000,Source Verified,Current,debt_consolidation,5.67,0,710,714,1,34,0,0
12825,36,0.1499,444.53,C,C5,10+ years,MORTGAGE,80000,Source Verified,Fully Paid,debt_consolidation,10.71,0,705,709,2,-1,0,0
12000,36,0.0756,373.61,A,A3,10+ years,MORTGAGE,100000,Source Verified,Current,debt_consolidation,21.43,0,730,734,0,64,0,0
11025,36,0.21450001,417.92,D,D5,10+ years,MORTGAGE,34000,Verified,Current,other,18.14,1,665,669,0,5,0,0
15000,60,0.1757,377.41,D,D4,2 years,OWN,110000,Source Verified,Current,other,15.7,1,680,684,0,10,0,0
9000,36,0.053200003,271.04,A,A1,9 years,RENT,56923,Not Verified,Fully Paid,debt_consolidation,12.74,0,750,754,0,-1,0,0
10000,36,0.1099,327.34,B,B4,10+ years,RENT,55000,Verified,Fully Paid,home_improvement,21.69,2,685,689,0,5,0,0
30175,36,0.070199996,932,A,A2,,MORTGAGE,60000,Verified,Current,credit_card,38.51,0,720,724,0,-1,0,0
16000,60,0.1399,372.21,C,C3,9 years,OWN,45000,Not Verified,Fully Paid,credit_card,34.94,0,725,729,0,-1,0,0
12000,60,0.1308,273.53,B,B5,10+ years,MORTGAGE,43000,Source Verified,Current,debt_consolidation,7.79,0,695,699,0,-1,0,0
24000,60,0.1308,547.06,B,B5,5 years,MORTGAGE,59854,Verified,Current,debt_consolidation,36.05,0,775,779,0,-1,0,0
5000,36,0.1557,174.73,C,C3,10+ years,OWN,40000,Not Verified,Current,credit_card,4.65,0,700,704,0,-1,0,0
11200,36,0.0721,346.9,A,A3,10+ years,RENT,55000,Verified,Charged Off,small_business,1.35,0,745,749,0,67,944.74,170.0532
20000,36,0.1308,674.65,B,B5,10+ years,RENT,57000,Not Verified,Current,credit_card,30.34,0,695,699,0,-1,0,0
10000,36,0.053200003,301.15,A,A1,9 years,MORTGAGE,50000,Not Verified,Fully Paid,home_improvement,15.77,0,750,754,0,-1,0,0
9600,36,0.1155,316.8,B,B4,10+ years,OWN,120000,Not Verified,Current,debt_consolidation,15.98,0,735,739,1,-1,0,0
7000,36,0.1359,237.86,C,C2,5 years,RENT,45000,Source Verified,Fully Paid,other,14.6,0,675,679,0,33,0,0
35000,36,0.1367,1190.62,C,C4,,MORTGAGE,125000,Verified,Fully Paid,other,14.06,0,680,684,0,46,0,0
